ano_mes_ref;nom_municipio;sgl_uf;macro_regional_ipsemg;micro_regional_ipsemg;bh_rmbh_interior_ipsemg;dsc_sexo;desc_faixa_etaria;qtde_benef
202605;RITAPOLIS;MG;CENTRO SUL;SAO JOAO DEL REI;INTERIOR;Masculino;54 - 58 ANOS;3
202603;RIO ACIMA;MG;CENTRO;BELO HORIZONTE;RMBH;Feminino;29 - 33 ANOS;11
202606;ARACITABA;MG;SUDESTE;SANTOS DUMONT;INTERIOR;Feminino;34 - 38 ANOS;7
202605;SENHORA DO PORTO;MG;CENTRO;GUANHAES;INTERIOR;Masculino;29 - 33 ANOS;3
202604;SAO JOAO DO ORIENTE;MG;LESTE;CARATINGA;INTERIOR;Feminino;49 - 53 ANOS;19
202607;CORDISLANDIA;MG;SUL;VARGINHA;INTERIOR;Feminino;59+ ANOS;31
202606;CORONEL MURTA;MG;NORDESTE;ARACUAI;INTERIOR;Masculino;00 - 18 ANOS;35
202605;SAO JOAO DO MANTENINHA;MG;LESTE;MANTENA;INTERIOR;Feminino;19 - 23 ANOS;4
202605;CRISTINA;MG;SUL;ITAJUBA;INTERIOR;Masculino;29 - 33 ANOS;3
202602;SARZEDO;MG;CENTRO;BETIM;RMBH;Masculino;44 - 48 ANOS;25
202604;SANTO ANTONIO DO GRAMA;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Feminino;19 - 23 ANOS;7
202605;LIMA DUARTE;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;59+ ANOS;189
202608;ITAMBACURI;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Feminino;19 - 23 ANOS;28
202601;CAJURI;MG;LESTE DO SUL;VICOSA;INTERIOR;Masculino;59+ ANOS;25
202605;PADRE PARAISO;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Masculino;34 - 38 ANOS;12
202605;GAMELEIRAS;MG;NORTE;JANAUBA;INTERIOR;Masculino;49 - 53 ANOS;5
202602;SAO MIGUEL DO ANTA;MG;LESTE DO SUL;VICOSA;INTERIOR;Masculino;44 - 48 ANOS;4
202603;IPANEMA;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;00 - 18 ANOS;26
202608;CAETE;MG;CENTRO;CAETE;RMBH;Masculino;59+ ANOS;282
202607;ORATORIOS;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Masculino;59+ ANOS;15
202604;MIRACEMA;RJ;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;44 - 48 ANOS;1
202604;CONGONHAS DO NORTE;MG;NORDESTE;SERRO;INTERIOR;Feminino;29 - 33 ANOS;15
202604;DORESOPOLIS;MG;SUL;PIUMHI;INTERIOR;Masculino;34 - 38 ANOS;2
202602;SANTA ROSA DA SERRA;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Masculino;39 - 43 ANOS;4
202608;BOTELHOS;MG;SUL;POCOS DE CALDAS;INTERIOR;Masculino;00 - 18 ANOS;19
202601;ANTONIO CARLOS;MG;CENTRO SUL;BARBACENA;INTERIOR;Masculino;29 - 33 ANOS;18
202606;JAMPRUCA;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Masculino;39 - 43 ANOS;4
202608;PADRE CARVALHO;MG;NORTE;SALINAS;INTERIOR;Masculino;44 - 48 ANOS;5
202601;AIURUOCA;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;59+ ANOS;39
202604;CARMESIA;MG;CENTRO;GUANHAES;INTERIOR;Masculino;19 - 23 ANOS;28
202608;BIQUINHAS;MG;CENTRO;ABAETE;INTERIOR;Feminino;24 - 28 ANOS;1
202608;UBERLANDIA;MG;TRIANGULO DO NORTE;UBERLANDIA;INTERIOR;Feminino;44 - 48 ANOS;585
202602;ARACUAI;MG;NORDESTE;ARACUAI;INTERIOR;Masculino;24 - 28 ANOS;77
202603;FORMIGA;MG;OESTE;FORMIGA;INTERIOR;Masculino;39 - 43 ANOS;81
202607;SENHORA DOS REMEDIOS;MG;CENTRO SUL;BARBACENA;INTERIOR;Masculino;49 - 53 ANOS;13
202603;GUANAMBI;BA;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;34 - 38 ANOS;1
202601;PAINS;MG;OESTE;FORMIGA;INTERIOR;Masculino;59+ ANOS;44
202605;PONTO DOS VOLANTES;MG;NORDESTE;JEQUITINHONHA;INTERIOR;Feminino;29 - 33 ANOS;7
202605;ITAMONTE;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;34 - 38 ANOS;7
202605;ITAGUARA;MG;OESTE;ITAUNA;RMBH;Masculino;24 - 28 ANOS;15
202603;SAO JOSE DA BARRA;MG;SUL;PASSOS;INTERIOR;Masculino;54 - 58 ANOS;4
202604;SANTANA DO DESERTO;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;19 - 23 ANOS;1
202608;SANTA CRUZ DO ESCALVADO;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Masculino;54 - 58 ANOS;1
202604;CAMACHO;MG;OESTE;CAMPO BELO;INTERIOR;Feminino;00 - 18 ANOS;9
202608;CRISOLITA;MG;NORDESTE;AGUAS FORMOSAS;INTERIOR;Masculino;29 - 33 ANOS;3
202605;EXTREMA;MG;SUL;EXTREMA;INTERIOR;Feminino;59+ ANOS;75
202607;OURO VERDE DE MINAS;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Feminino;39 - 43 ANOS;5
202602;IMBE DE MINAS;MG;LESTE;CARATINGA;INTERIOR;Feminino;49 - 53 ANOS;6
202606;INHAUMA;MG;CENTRO;SETE LAGOAS;INTERIOR;Feminino;24 - 28 ANOS;5
202607;UBAI;MG;NORTE;BRASILIA DE MINAS;INTERIOR;Feminino;39 - 43 ANOS;26
202604;CACHOEIRA DE PAJEU;MG;NORDESTE;PEDRA AZUL;INTERIOR;Masculino;24 - 28 ANOS;22
202602;MURIAE;MG;SUDESTE;MURIAE;INTERIOR;Feminino;19 - 23 ANOS;113
202603;LUISLANDIA;MG;NORTE;BRASILIA DE MINAS;INTERIOR;Feminino;49 - 53 ANOS;21
202607;SANTA BARBARA DO TUGURIO;MG;CENTRO SUL;BARBACENA;INTERIOR;Feminino;54 - 58 ANOS;6
202604;SIMAO PEREIRA;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Masculino;34 - 38 ANOS;1
202607;JARU;RO;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;2
202602;BERILO;MG;NORDESTE;MINAS NOVAS;INTERIOR;Feminino;49 - 53 ANOS;42
202605;BOTELHOS;MG;SUL;POCOS DE CALDAS;INTERIOR;Feminino;54 - 58 ANOS;20
202607;ATALEIA;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Feminino;19 - 23 ANOS;21
202604;JAPONVAR;MG;NORTE;JANUARIA;INTERIOR;Feminino;44 - 48 ANOS;11
202606;PASSOS;MG;SUL;PASSOS;INTERIOR;Masculino;29 - 33 ANOS;179
202603;TURVOLANDIA;MG;SUL;VARGINHA;INTERIOR;Feminino;24 - 28 ANOS;3
202608;ALTEROSA;MG;SUL;ALFENAS;INTERIOR;Feminino;49 - 53 ANOS;17
202608;ITATIAIUCU;MG;OESTE;ITAUNA;RMBH;Feminino;00 - 18 ANOS;11
202602;VEREDINHA;MG;NORDESTE;CAPELINHA;INTERIOR;Feminino;29 - 33 ANOS;14
202603;AGUA BOA;MT;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;1
202604;DOM BOSCO;MG;NOROESTE;UNAI;INTERIOR;Masculino;00 - 18 ANOS;3
202608;ARAPONGA;MG;LESTE DO SUL;VICOSA;INTERIOR;Feminino;29 - 33 ANOS;16
202605;SANTA VITORIA;MG;TRIANGULO DO NORTE;ITUIUTABA;INTERIOR;Feminino;00 - 18 ANOS;23
202608;GAMELEIRAS;MG;NORTE;JANAUBA;INTERIOR;Feminino;19 - 23 ANOS;10
202603;LAGOA GRANDE;MG;NOROESTE;JOAO PINHEIRO;INTERIOR;Feminino;44 - 48 ANOS;14
202606;CANAPOLIS;MG;TRIANGULO DO NORTE;ITUIUTABA;INTERIOR;Masculino;34 - 38 ANOS;7
202604;ACUCENA;MG;LESTE;IPATINGA;INTERIOR;Feminino;54 - 58 ANOS;11
202606;AMPARO DO SERRA;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Masculino;39 - 43 ANOS;6
202606;VIRGOLANDIA;MG;LESTE;PECANHA;INTERIOR;Masculino;44 - 48 ANOS;4
202607;CONCEICAO DA APARECIDA;MG;SUL;ALFENAS;INTERIOR;Masculino;29 - 33 ANOS;9
202605;VITORIA;ES;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;24 - 28 ANOS;1
202604;ARAPUA;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Feminino;39 - 43 ANOS;2
202602;LAVRAS;MG;SUL;LAVRAS;INTERIOR;Masculino;44 - 48 ANOS;62
202601;GALILEIA;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Masculino;44 - 48 ANOS;6
202607;ITAVERAVA;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Feminino;59+ ANOS;34
202605;VEREDINHA;MG;NORDESTE;CAPELINHA;INTERIOR;Masculino;54 - 58 ANOS;6
202602;NOVA MODICA;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Masculino;34 - 38 ANOS;3
202603;SAPUCAI-MIRIM;MG;SUL;ITAJUBA;INTERIOR;Masculino;19 - 23 ANOS;2
202606;LAGOA GRANDE;MG;NOROESTE;JOAO PINHEIRO;INTERIOR;Feminino;24 - 28 ANOS;10
202605;PEDRO LEOPOLDO;MG;CENTRO;PEDRO LEOPOLDO;RMBH;Feminino;39 - 43 ANOS;47
202607;ORIZANIA;MG;SUDESTE;CARANGOLA;INTERIOR;Masculino;29 - 33 ANOS;5
202608;ORIZANIA;MG;SUDESTE;CARANGOLA;INTERIOR;Feminino;00 - 18 ANOS;10
202604;PAULISTAS;MG;LESTE;PECANHA;INTERIOR;Masculino;19 - 23 ANOS;3
202603;AGUAS VERMELHAS;MG;NORDESTE;PEDRA AZUL;INTERIOR;Masculino;24 - 28 ANOS;29
202606;PRATA;MG;TRIANGULO DO NORTE;UBERLANDIA;INTERIOR;Feminino;24 - 28 ANOS;27
202608;ESMERALDAS;MG;CENTRO;CONTAGEM;RMBH;Feminino;19 - 23 ANOS;47
202606;IBERTIOGA;MG;CENTRO SUL;BARBACENA;INTERIOR;Masculino;24 - 28 ANOS;5
202605;SAO BRAS DO SUACUI;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Feminino;19 - 23 ANOS;3
202602;ARACAI;MG;CENTRO;SETE LAGOAS;INTERIOR;Masculino;49 - 53 ANOS;2
202601;GUACUI;ES;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;00 - 18 ANOS;1
202602;CAPITAO ANDRADE;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Feminino;29 - 33 ANOS;5
202605;SAO JOAO DO ORIENTE;MG;LESTE;CARATINGA;INTERIOR;Feminino;34 - 38 ANOS;18
202606;TAPIRAI;MG;OESTE;FORMIGA;INTERIOR;Masculino;00 - 18 ANOS;3
202601;PRATAPOLIS;MG;SUL;PASSOS;INTERIOR;Feminino;34 - 38 ANOS;14
202601;CARMO DA CACHOEIRA;MG;SUL;VARGINHA;INTERIOR;Feminino;19 - 23 ANOS;7
202601;CANTAGALO;MG;LESTE;PECANHA;INTERIOR;Feminino;59+ ANOS;27
202605;SANTO ANTONIO DE PADUA;RJ;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;24 - 28 ANOS;1
202602;FERVEDOURO;MG;SUDESTE;CARANGOLA;INTERIOR;Masculino;54 - 58 ANOS;11
202603;SAO SEBASTIAO DA BELA VISTA;MG;SUL;POUSO ALEGRE;INTERIOR;Feminino;49 - 53 ANOS;5
202608;NOVA BRASILANDIA D OESTE;RO;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;1
202606;BUENOPOLIS;MG;CENTRO;CORINTO;INTERIOR;Feminino;19 - 23 ANOS;15
202606;SAO DOMINGOS;SC;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;2
202603;IPANEMA;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;00 - 18 ANOS;29
202601;CRISTALINA;GO;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;2
202607;CASSIA;MG;SUL;PASSOS;INTERIOR;Masculino;29 - 33 ANOS;23
202601;GUARARA;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;24 - 28 ANOS;1
202603;AGUAS DE LINDOIA;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;54 - 58 ANOS;1
202608;VIRGINOPOLIS;MG;CENTRO;GUANHAES;INTERIOR;Masculino;59+ ANOS;50
202602;PEDRA DOURADA;MG;SUDESTE;CARANGOLA;INTERIOR;Feminino;49 - 53 ANOS;2
202604;NOVA ERA;MG;CENTRO;JOAO MONLEVADE;INTERIOR;Feminino;34 - 38 ANOS;17
202604;LASSANCE;MG;NORTE;PIRAPORA;INTERIOR;Feminino;44 - 48 ANOS;9
202608;DESCOBERTO;MG;SUDESTE;CATAGUASES;INTERIOR;Feminino;54 - 58 ANOS;5
202607;JURUAIA;MG;SUL;ALFENAS;INTERIOR;Feminino;19 - 23 ANOS;4
202605;AGUAS FORMOSAS;MG;NORDESTE;AGUAS FORMOSAS;INTERIOR;Masculino;39 - 43 ANOS;11
202602;IBIA;MG;TRIANGULO DO SUL;ARAXA;INTERIOR;Masculino;54 - 58 ANOS;11
202604;VESPASIANO;MG;CENTRO;SANTA LUZIA;RMBH;Feminino;19 - 23 ANOS;76
202606;PALMOPOLIS;MG;NORDESTE;ALMENARA;INTERIOR;Feminino;00 - 18 ANOS;38
202603;COUTO DE MAGALHAES DE MINAS;MG;NORDESTE;DIAMANTINA;INTERIOR;Feminino;19 - 23 ANOS;2
202607;GUIRICEMA;MG;SUDESTE;UBA;INTERIOR;Masculino;54 - 58 ANOS;7
202606;BARROSO;MG;CENTRO SUL;BARBACENA;INTERIOR;Masculino;59+ ANOS;101
202605;PAULA CANDIDO;MG;LESTE DO SUL;VICOSA;INTERIOR;Masculino;29 - 33 ANOS;8
202603;MENDES PIMENTEL;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Masculino;44 - 48 ANOS;2
202604;CONSELHEIRO LAFAIETE;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Feminino;59+ ANOS;1305
202601;SAO SEBASTIAO DA BELA VISTA;MG;SUL;POUSO ALEGRE;INTERIOR;Feminino;44 - 48 ANOS;6
202602;DURANDE;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;34 - 38 ANOS;6
202606;LARANJAL;PR;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;34 - 38 ANOS;2
202607;SANTA BARBARA;MG;CENTRO;ITABIRA;INTERIOR;Feminino;49 - 53 ANOS;31
202602;ITUETA;MG;LESTE;RESPLENDOR;INTERIOR;Feminino;34 - 38 ANOS;13
202605;FUNILANDIA;MG;CENTRO;SETE LAGOAS;INTERIOR;Masculino;19 - 23 ANOS;9
202604;SAO FRANCISCO DE SALES;MG;TRIANGULO DO SUL;FRUTAL;INTERIOR;Feminino;29 - 33 ANOS;2
202602;FRANCISCO BADARO;MG;NORDESTE;MINAS NOVAS;INTERIOR;Masculino;59+ ANOS;43
202608;CARAI;MG;NORDESTE;NOVO CRUZEIRO;INTERIOR;Masculino;34 - 38 ANOS;14
202604;PAPAGAIOS;MG;CENTRO;SETE LAGOAS;INTERIOR;Feminino;00 - 18 ANOS;22
202604;CACHOEIRA PAULISTA;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;1
202604;SANTA MARGARIDA;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;00 - 18 ANOS;61
202602;BELO VALE;MG;CENTRO;BELO HORIZONTE;INTERIOR;Masculino;29 - 33 ANOS;9
202602;CARVALHOS;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;19 - 23 ANOS;2
202607;ITABERABA;BA;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;44 - 48 ANOS;1
202603;SAO FRANCISCO DO GLORIA;MG;SUDESTE;CARANGOLA;INTERIOR;Masculino;54 - 58 ANOS;10
202608;MESQUITA;MG;LESTE;IPATINGA;INTERIOR;Feminino;34 - 38 ANOS;4
202602;ARACAJU;SE;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;4
202603;ALAGOA;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;34 - 38 ANOS;1
202608;MARMELOPOLIS;MG;SUL;SAO LOURENCO;INTERIOR;Masculino;19 - 23 ANOS;2
202605;COUTO DE MAGALHAES DE MINAS;MG;NORDESTE;DIAMANTINA;INTERIOR;Feminino;00 - 18 ANOS;8
202602;SAO JOAO DA LAGOA;MG;NORTE;CORACAO DE JESUS;INTERIOR;Masculino;39 - 43 ANOS;3
202606;SERRA AZUL DE MINAS;MG;CENTRO;GUANHAES;INTERIOR;Masculino;49 - 53 ANOS;5
202608;URANDI;BA;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;00 - 18 ANOS;2
202604;CAETE;MG;CENTRO;CAETE;RMBH;Masculino;44 - 48 ANOS;29
202606;LUZ;MG;OESTE;BOM DESPACHO;INTERIOR;Feminino;24 - 28 ANOS;19
202608;VARGEM GRANDE DO RIO PARDO;MG;NORTE;TAIOBEIRAS;INTERIOR;Feminino;54 - 58 ANOS;7
202605;BOM JESUS DO GALHO;MG;LESTE;CARATINGA;INTERIOR;Feminino;00 - 18 ANOS;34
202602;PIEDADE DOS GERAIS;MG;CENTRO;BETIM;INTERIOR;Feminino;24 - 28 ANOS;5
202601;JOSE GONCALVES DE MINAS;MG;NORDESTE;ARACUAI;INTERIOR;Masculino;39 - 43 ANOS;4
202604;SAO GERALDO DA PIEDADE;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Masculino;19 - 23 ANOS;2
202602;FELIXLANDIA;MG;CENTRO;CURVELO;INTERIOR;Feminino;54 - 58 ANOS;25
202606;CORDISLANDIA;MG;SUL;VARGINHA;INTERIOR;Masculino;39 - 43 ANOS;4
202602;CABECEIRA GRANDE;MG;NOROESTE;UNAI;INTERIOR;Masculino;19 - 23 ANOS;1
202607;ITAPAGIPE;MG;TRIANGULO DO SUL;FRUTAL;INTERIOR;Masculino;39 - 43 ANOS;1
202608;DATAS;MG;NORDESTE;DIAMANTINA;INTERIOR;Feminino;59+ ANOS;56
202601;SARZEDO;MG;CENTRO;BETIM;RMBH;Masculino;29 - 33 ANOS;18
202603;ITACAMBIRA;MG;NORTE;MONTES CLAROS;INTERIOR;Feminino;39 - 43 ANOS;8
202605;UBAI;MG;NORTE;BRASILIA DE MINAS;INTERIOR;Masculino;49 - 53 ANOS;10
202604;IRAI DE MINAS;MG;TRIANGULO DO NORTE;MONTE CARMELO;INTERIOR;Masculino;29 - 33 ANOS;14
202608;AGUAS DE LINDOIA;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;49 - 53 ANOS;1
202605;GUAPE;MG;SUL;ALFENAS;INTERIOR;Feminino;59+ ANOS;132
202606;VICOSA;MG;LESTE DO SUL;VICOSA;INTERIOR;Masculino;59+ ANOS;228
202602;MAR DE ESPANHA;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Masculino;39 - 43 ANOS;4
202608;SIMONESIA;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;39 - 43 ANOS;42
202606;JACUTINGA;MG;SUL;OURO FINO;INTERIOR;Feminino;44 - 48 ANOS;6
202608;FORTUNA DE MINAS;MG;CENTRO;SETE LAGOAS;INTERIOR;Masculino;24 - 28 ANOS;4
202605;TIMOTEO;MG;LESTE;CORONEL FABRICIANO;INTERIOR;Feminino;34 - 38 ANOS;50
202604;GRAO MOGOL;MG;NORTE;MONTES CLAROS;INTERIOR;Masculino;34 - 38 ANOS;6
202607;GUAPE;MG;SUL;ALFENAS;INTERIOR;Masculino;44 - 48 ANOS;7
202601;MORRO DO PILAR;MG;CENTRO;ITABIRA;INTERIOR;Masculino;29 - 33 ANOS;6
202601;SAO BRAS DO SUACUI;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Masculino;19 - 23 ANOS;1
202601;DURANDE;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;24 - 28 ANOS;10
202608;LIMEIRA DO OESTE;MG;TRIANGULO DO SUL;FRUTAL;INTERIOR;Masculino;39 - 43 ANOS;2
202608;AGUA BOA;MG;LESTE;SANTA MARIA DO SUACUI;INTERIOR;Masculino;29 - 33 ANOS;30
202608;TAIOBEIRAS;MG;NORTE;TAIOBEIRAS;INTERIOR;Masculino;00 - 18 ANOS;94
202607;PRESIDENTE BERNARDES;MG;SUDESTE;UBA;INTERIOR;Masculino;39 - 43 ANOS;5
202606;BONITO DE MINAS;MG;NORTE;JANUARIA;INTERIOR;Masculino;19 - 23 ANOS;10
202602;CAMPO AZUL;MG;NORTE;CORACAO DE JESUS;INTERIOR;Feminino;00 - 18 ANOS;12
202603;ARACITABA;MG;SUDESTE;SANTOS DUMONT;INTERIOR;Feminino;00 - 18 ANOS;6
202603;VERISSIMO;MG;TRIANGULO DO SUL;UBERABA;INTERIOR;Masculino;49 - 53 ANOS;1
202606;DIVISA NOVA;MG;SUL;ALFENAS;INTERIOR;Masculino;34 - 38 ANOS;4
202604;SABARA;MG;CENTRO;CAETE;RMBH;Masculino;34 - 38 ANOS;75
202608;ABADIA DOS DOURADOS;MG;TRIANGULO DO NORTE;MONTE CARMELO;INTERIOR;Masculino;24 - 28 ANOS;8
202604;MIRACEMA;RJ;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;00 - 18 ANOS;1
202602;ITU;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;3
202605;SANTA CRUZ CABRALIA;BA;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;2
202607;CHIADOR;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;49 - 53 ANOS;1
202606;BRAS PIRES;MG;SUDESTE;UBA;INTERIOR;Feminino;19 - 23 ANOS;5
202608;RESSAQUINHA;MG;CENTRO SUL;BARBACENA;INTERIOR;Masculino;24 - 28 ANOS;2
202604;TURMALINA;MG;NORDESTE;TURMALINA;INTERIOR;Masculino;19 - 23 ANOS;34
202603;SANTA RITA DO ITUETO;MG;LESTE;RESPLENDOR;INTERIOR;Masculino;00 - 18 ANOS;7
202606;VERISSIMO;MG;TRIANGULO DO SUL;UBERABA;INTERIOR;Feminino;29 - 33 ANOS;4
202602;LEME;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;2
202604;CORREGO DO BOM JESUS;MG;SUL;POUSO ALEGRE;INTERIOR;Masculino;49 - 53 ANOS;4
202606;ESTRELA DO INDAIA;MG;OESTE;BOM DESPACHO;INTERIOR;Feminino;59+ ANOS;66
202603;SAO FRANCISCO DE PAULA;MG;OESTE;OLIVEIRA;INTERIOR;Feminino;29 - 33 ANOS;5
202601;SAO GERALDO;MG;SUDESTE;UBA;INTERIOR;Masculino;34 - 38 ANOS;2
202603;RIO POMBA;MG;SUDESTE;UBA;INTERIOR;Masculino;29 - 33 ANOS;19
202604;JACUI;MG;SUL;SAO SEBASTIAO DO PARAISO;INTERIOR;Masculino;44 - 48 ANOS;9
202603;SANTANA DE PARNAIBA;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;1
202604;PEDRA AZUL;MG;NORDESTE;PEDRA AZUL;INTERIOR;Masculino;59+ ANOS;234
202604;CATUJI;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Feminino;29 - 33 ANOS;7
202606;CONCEICAO DO RIO VERDE;MG;SUL;TRES CORACOES;INTERIOR;Feminino;34 - 38 ANOS;7
202607;MARECHAL DEODORO;AL;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;1
202601;DORES DO INDAIA;MG;OESTE;BOM DESPACHO;INTERIOR;Masculino;39 - 43 ANOS;2
202603;SAO BENTO ABADE;MG;SUL;TRES CORACOES;INTERIOR;Masculino;54 - 58 ANOS;1
202603;CANAPOLIS;MG;TRIANGULO DO NORTE;ITUIUTABA;INTERIOR;Feminino;29 - 33 ANOS;16
202603;TIRADENTES;MG;CENTRO SUL;SAO JOAO DEL REI;INTERIOR;Feminino;59+ ANOS;50
202605;GUARACIAMA;MG;NORTE;MONTES CLAROS;INTERIOR;Masculino;59+ ANOS;18
202602;BOCAINA DE MINAS;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;24 - 28 ANOS;1
202604;PATROCINIO;MG;TRIANGULO DO NORTE;PATROCINIO;INTERIOR;Feminino;24 - 28 ANOS;100
202607;FELIXLANDIA;MG;CENTRO;CURVELO;INTERIOR;Masculino;59+ ANOS;78
202607;MUTUM;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;59+ ANOS;119
202601;DESTERRO DO MELO;MG;CENTRO SUL;BARBACENA;INTERIOR;Feminino;19 - 23 ANOS;1
202606;CARMESIA;MG;CENTRO;GUANHAES;INTERIOR;Feminino;39 - 43 ANOS;13
202601;UMBURATIBA;MG;NORDESTE;AGUAS FORMOSAS;INTERIOR;Feminino;34 - 38 ANOS;2
202602;MINDURI;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;59+ ANOS;46
202601;BOM JESUS DA PENHA;MG;SUL;PASSOS;INTERIOR;Masculino;39 - 43 ANOS;2
202608;GALILEIA;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Masculino;24 - 28 ANOS;5
202608;CORDISLANDIA;MG;SUL;VARGINHA;INTERIOR;Feminino;34 - 38 ANOS;6
202601;SANTO ANTONIO DO ITAMBE;MG;NORDESTE;SERRO;INTERIOR;Feminino;34 - 38 ANOS;6
202608;CARATINGA;MG;LESTE;CARATINGA;INTERIOR;Feminino;29 - 33 ANOS;130
202601;CAPELA NOVA;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Masculino;29 - 33 ANOS;3
202605;VERMELHO NOVO;MG;LESTE;CARATINGA;INTERIOR;Masculino;49 - 53 ANOS;6
202603;TAIOBEIRAS;MG;NORTE;TAIOBEIRAS;INTERIOR;Masculino;34 - 38 ANOS;29
202603;UMBURATIBA;MG;NORDESTE;AGUAS FORMOSAS;INTERIOR;Feminino;44 - 48 ANOS;3
202601;MONJOLOS;MG;CENTRO;CURVELO;INTERIOR;Feminino;59+ ANOS;25
202604;DIAMANTINA;MG;NORDESTE;DIAMANTINA;INTERIOR;Masculino;39 - 43 ANOS;62
202601;SANTANA DO MANHUACU;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;59+ ANOS;32
202603;LASSANCE;MG;NORTE;PIRAPORA;INTERIOR;Masculino;49 - 53 ANOS;5
202607;CAMPANARIO;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Feminino;44 - 48 ANOS;4
